cls_model,loss,is_default,status,req_arg_n_series,req_arg_S,req_arg_input_size,other_req_args,loss_arg_level,loss_arg_quantiles,loss_arg_distribution,loss_arg_q,config_patch_len,config_n_series,error_detail
AutoDilatedRNN,HuberLoss,0,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,HuberMQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,HuberQLoss,0,1,0,0,0,,0,0,0,1,,,
AutoDilatedRNN,IQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,MAE,1,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,MAPE,0,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,MASE,0,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,MQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,MSE,0,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,NBMM,0,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,PMM,0,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,QuantileLayer,0,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,QuantileLoss,0,1,0,0,0,,0,0,0,1,,,
AutoDilatedRNN,RMSE,0,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,SMAPE,0,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,TukeyLoss,0,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,relMSE,0,1,0,0,0,,0,0,0,0,,,
AutoDilatedRNN,sCRPS,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,Accuracy,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,DistributionLoss,0,1,0,0,0,,0,0,1,0,,,
AutoFEDformer,GMM,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,HuberIQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,HuberLoss,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,HuberMQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,HuberQLoss,0,1,0,0,0,,0,0,0,1,,,
AutoFEDformer,IQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,MAE,1,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,MAPE,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,MASE,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,MQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,MSE,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,NBMM,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,PMM,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,QuantileLayer,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,QuantileLoss,0,1,0,0,0,,0,0,0,1,,,
AutoFEDformer,RMSE,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,SMAPE,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,TukeyLoss,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,relMSE,0,1,0,0,0,,0,0,0,0,,,
AutoFEDformer,sCRPS,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,Accuracy,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,DistributionLoss,0,1,0,0,0,,0,0,1,0,,,
AutoGRU,GMM,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,HuberIQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,HuberLoss,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,HuberMQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,HuberQLoss,0,1,0,0,0,,0,0,0,1,,,
AutoGRU,IQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,MAE,1,1,0,0,0,,0,0,0,0,,,
AutoGRU,MAPE,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,MASE,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,MQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,MSE,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,NBMM,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,PMM,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,QuantileLayer,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,QuantileLoss,0,1,0,0,0,,0,0,0,1,,,
AutoGRU,RMSE,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,SMAPE,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,TukeyLoss,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,relMSE,0,1,0,0,0,,0,0,0,0,,,
AutoGRU,sCRPS,0,1,0,0,0,,0,0,0,0,,,
AutoHINT,Accuracy,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,DistributionLoss,0,0,0,1,0,{'cls_model': 'Any'},0,0,1,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,GMM,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,HuberIQLoss,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,HuberLoss,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,HuberMQLoss,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,HuberQLoss,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,1,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,IQLoss,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,MAE,1,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,MAPE,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,MASE,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,MQLoss,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,MSE,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,NBMM,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,PMM,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,QuantileLayer,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,QuantileLoss,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,1,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,RMSE,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,SMAPE,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,TukeyLoss,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,relMSE,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoHINT,sCRPS,0,0,0,1,0,{'cls_model': 'Any'},0,0,0,0,,,'NoneType' object has no attribute 'EXOGENOUS_FUTR'
AutoInformer,Accuracy,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,DistributionLoss,0,1,0,0,0,,0,0,1,0,,,
AutoInformer,GMM,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,HuberIQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,HuberLoss,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,HuberMQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,HuberQLoss,0,1,0,0,0,,0,0,0,1,,,
AutoInformer,IQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,MAE,1,1,0,0,0,,0,0,0,0,,,
AutoInformer,MAPE,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,MASE,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,MQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,MSE,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,NBMM,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,PMM,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,QuantileLayer,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,QuantileLoss,0,1,0,0,0,,0,0,0,1,,,
AutoInformer,RMSE,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,SMAPE,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,TukeyLoss,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,relMSE,0,1,0,0,0,,0,0,0,0,,,
AutoInformer,sCRPS,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,Accuracy,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,DistributionLoss,0,1,0,0,0,,0,0,1,0,,,
AutoKAN,GMM,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,HuberIQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,HuberLoss,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,HuberMQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,HuberQLoss,0,1,0,0,0,,0,0,0,1,,,
AutoKAN,IQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,MAE,1,1,0,0,0,,0,0,0,0,,,
AutoKAN,MAPE,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,MASE,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,MQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,MSE,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,NBMM,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,PMM,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,QuantileLayer,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,QuantileLoss,0,1,0,0,0,,0,0,0,1,,,
AutoKAN,RMSE,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,SMAPE,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,TukeyLoss,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,relMSE,0,1,0,0,0,,0,0,0,0,,,
AutoKAN,sCRPS,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,Accuracy,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,DistributionLoss,0,1,0,0,0,,0,0,1,0,,,
AutoLSTM,GMM,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,HuberIQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,HuberLoss,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,HuberMQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,HuberQLoss,0,1,0,0,0,,0,0,0,1,,,
AutoLSTM,IQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,MAE,1,1,0,0,0,,0,0,0,0,,,
AutoLSTM,MAPE,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,MASE,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,MQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,MSE,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,NBMM,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,PMM,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,QuantileLayer,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,QuantileLoss,0,1,0,0,0,,0,0,0,1,,,
AutoLSTM,RMSE,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,SMAPE,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,TukeyLoss,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,relMSE,0,1,0,0,0,,0,0,0,0,,,
AutoLSTM,sCRPS,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,Accuracy,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,DistributionLoss,0,1,0,0,0,,0,0,1,0,,,
AutoMLP,GMM,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,HuberIQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,HuberLoss,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,HuberMQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,HuberQLoss,0,1,0,0,0,,0,0,0,1,,,
AutoMLP,IQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,MAE,1,1,0,0,0,,0,0,0,0,,,
AutoMLP,MAPE,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,MASE,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,MQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,MSE,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,NBMM,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,PMM,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,QuantileLayer,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,QuantileLoss,0,1,0,0,0,,0,0,0,1,,,
AutoMLP,RMSE,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,SMAPE,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,TukeyLoss,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,relMSE,0,1,0,0,0,,0,0,0,0,,,
AutoMLP,sCRPS,0,1,0,0,0,,0,0,0,0,,,
AutoMLPMultivariate,Accuracy,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,DistributionLoss,0,1,1,0,0,,0,0,1,0,,2.0,
AutoMLPMultivariate,GMM,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,HuberIQLoss,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,HuberLoss,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,HuberMQLoss,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,HuberQLoss,0,1,1,0,0,,0,0,0,1,,2.0,
AutoMLPMultivariate,IQLoss,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,MAE,1,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,MAPE,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,MASE,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,MQLoss,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,MSE,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,NBMM,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,PMM,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,QuantileLayer,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,QuantileLoss,0,1,1,0,0,,0,0,0,1,,2.0,
AutoMLPMultivariate,RMSE,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,SMAPE,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,TukeyLoss,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,relMSE,0,1,1,0,0,,0,0,0,0,,2.0,
AutoMLPMultivariate,sCRPS,0,1,1,0,0,,0,0,0,0,,2.0,
AutoNBEATS,Accuracy,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,DistributionLoss,0,1,0,0,0,,0,0,1,0,,,
AutoNBEATS,GMM,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,HuberIQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,HuberLoss,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,HuberMQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,HuberQLoss,0,1,0,0,0,,0,0,0,1,,,
AutoNBEATS,IQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,MAE,1,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,MAPE,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,MASE,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,MQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,MSE,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,NBMM,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,PMM,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,QuantileLayer,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,QuantileLoss,0,1,0,0,0,,0,0,0,1,,,
AutoNBEATS,RMSE,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,SMAPE,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,TukeyLoss,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,relMSE,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATS,sCRPS,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATSx,Accuracy,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATSx,DistributionLoss,0,1,0,0,0,,0,0,1,0,,,
AutoNBEATSx,GMM,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATSx,HuberIQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATSx,HuberLoss,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATSx,HuberMQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATSx,HuberQLoss,0,1,0,0,0,,0,0,0,1,,,
AutoNBEATSx,IQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATSx,MAE,1,1,0,0,0,,0,0,0,0,,,
AutoNBEATSx,MAPE,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATSx,MASE,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATSx,MQLoss,0,1,0,0,0,,0,0,0,0,,,
AutoNBEATSx,MSE,0,1,0,0,0,,0,0,0,0,,,
