Model_Class,Target_Loss,Status,Recommended_Backend,Supported_Search_Algs,Min_H_Constraint,Required_Direct_Args,Recommended_Config,Loss_Init_Snippet,Notes
AutoNBEATS,GMM,Warning: Shape Mismatch,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},GMM(),Requires valid_loss
AutoNBEATS,HuberIQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberIQLoss(),Requires valid_loss
AutoNBEATS,HuberLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberLoss(),Requires valid_loss
AutoNBEATS,HuberMQLoss,Warning: Shape Mismatch,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberMQLoss(),Requires valid_loss
AutoNBEATS,HuberQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberQLoss(q=0.5),Requires valid_loss
AutoNBEATS,IQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},IQLoss(),Requires valid_loss
AutoNBEATS,MAE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAE(),Requires valid_loss
AutoNBEATS,MAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAPE(),Requires valid_loss
AutoNBEATS,MASE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MASE(),Requires valid_loss
AutoNBEATS,MQLoss,Warning: Shape Mismatch,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MQLoss(),Requires valid_loss
AutoNBEATS,MSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MSE(),Requires valid_loss
AutoNBEATS,NBMM,Warning: Shape Mismatch,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},NBMM(),Requires valid_loss
AutoNBEATS,PMM,Warning: Shape Mismatch,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},PMM(),Requires valid_loss
AutoNBEATS,QuantileLayer,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLayer(num_output=1),Requires valid_loss
AutoNBEATS,QuantileLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLoss(q=0.5),Requires valid_loss
AutoNBEATS,RMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},RMSE(),Requires valid_loss
AutoNBEATS,SMAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},SMAPE(),Requires valid_loss
AutoNBEATS,TukeyLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},TukeyLoss(),Requires valid_loss
AutoNBEATS,relMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},relMSE(),Requires valid_loss
AutoNBEATS,sCRPS,Warning: Shape Mismatch,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},sCRPS(),Requires valid_loss
AutoNBEATSx,Accuracy,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},Accuracy(),Requires valid_loss
AutoNBEATSx,DistributionLoss,Warning: Shape Mismatch,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},DistributionLoss(distribution='Normal'),Requires valid_loss
AutoNBEATSx,GMM,Warning: Shape Mismatch,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},GMM(),Requires valid_loss
AutoNBEATSx,HuberIQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberIQLoss(),Requires valid_loss
AutoNBEATSx,HuberLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberLoss(),Requires valid_loss
AutoNBEATSx,HuberMQLoss,Warning: Shape Mismatch,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberMQLoss(),Requires valid_loss
AutoNBEATSx,HuberQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberQLoss(q=0.5),Requires valid_loss
AutoNBEATSx,IQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},IQLoss(),Requires valid_loss
AutoNBEATSx,MAE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAE(),Requires valid_loss
AutoNBEATSx,MAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAPE(),Requires valid_loss
AutoNBEATSx,MASE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MASE(),Requires valid_loss
AutoNBEATSx,MQLoss,Warning: Shape Mismatch,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MQLoss(),Requires valid_loss
AutoNBEATSx,MSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MSE(),Requires valid_loss
AutoNBEATSx,NBMM,Warning: Shape Mismatch,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},NBMM(),Requires valid_loss
AutoNBEATSx,PMM,Warning: Shape Mismatch,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},PMM(),Requires valid_loss
AutoNBEATSx,QuantileLayer,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLayer(num_output=1),Requires valid_loss
AutoNBEATSx,QuantileLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLoss(q=0.5),Requires valid_loss
AutoNBEATSx,RMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},RMSE(),Requires valid_loss
AutoNBEATSx,SMAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},SMAPE(),Requires valid_loss
AutoNBEATSx,TukeyLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},TukeyLoss(),Requires valid_loss
AutoNBEATSx,relMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},relMSE(),Requires valid_loss
AutoNBEATSx,sCRPS,Warning: Shape Mismatch,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},sCRPS(),Requires valid_loss
AutoNHITS,Accuracy,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},Accuracy(),Requires valid_loss
AutoNHITS,DistributionLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},DistributionLoss(distribution='Normal'),Requires valid_loss
AutoNHITS,GMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},GMM(),Requires valid_loss
AutoNHITS,HuberIQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberIQLoss(),Requires valid_loss
AutoNHITS,HuberLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberLoss(),Requires valid_loss
AutoNHITS,HuberMQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberMQLoss(),Requires valid_loss
AutoNHITS,HuberQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberQLoss(q=0.5),Requires valid_loss
AutoNHITS,IQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},IQLoss(),Requires valid_loss
AutoNHITS,MAE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAE(),Requires valid_loss
AutoNHITS,MAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAPE(),Requires valid_loss
AutoNHITS,MASE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MASE(),Requires valid_loss
AutoNHITS,MQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MQLoss(),Requires valid_loss
AutoNHITS,MSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MSE(),Requires valid_loss
AutoNHITS,NBMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},NBMM(),Requires valid_loss
AutoNHITS,PMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},PMM(),Requires valid_loss
AutoNHITS,QuantileLayer,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLayer(num_output=1),Requires valid_loss
AutoNHITS,QuantileLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLoss(q=0.5),Requires valid_loss
AutoNHITS,RMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},RMSE(),Requires valid_loss
AutoNHITS,SMAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},SMAPE(),Requires valid_loss
AutoNHITS,TukeyLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},TukeyLoss(),Requires valid_loss
AutoNHITS,relMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},relMSE(),Requires valid_loss
AutoNHITS,sCRPS,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},sCRPS(),Requires valid_loss
AutoNLinear,Accuracy,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},Accuracy(),Requires valid_loss
AutoNLinear,DistributionLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},DistributionLoss(distribution='Normal'),Requires valid_loss
AutoNLinear,GMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},GMM(),Requires valid_loss
AutoNLinear,HuberIQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberIQLoss(),Requires valid_loss
AutoNLinear,HuberLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberLoss(),Requires valid_loss
AutoNLinear,HuberMQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberMQLoss(),Requires valid_loss
AutoNLinear,HuberQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberQLoss(q=0.5),Requires valid_loss
AutoNLinear,IQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},IQLoss(),Requires valid_loss
AutoNLinear,MAE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAE(),Requires valid_loss
AutoNLinear,MAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAPE(),Requires valid_loss
AutoNLinear,MASE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MASE(),Requires valid_loss
AutoNLinear,MQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MQLoss(),Requires valid_loss
AutoNLinear,MSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MSE(),Requires valid_loss
AutoNLinear,NBMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},NBMM(),Requires valid_loss
AutoNLinear,PMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},PMM(),Requires valid_loss
AutoNLinear,QuantileLayer,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLayer(num_output=1),Requires valid_loss
AutoNLinear,QuantileLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLoss(q=0.5),Requires valid_loss
AutoNLinear,RMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},RMSE(),Requires valid_loss
AutoNLinear,SMAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},SMAPE(),Requires valid_loss
AutoNLinear,TukeyLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},TukeyLoss(),Requires valid_loss
AutoNLinear,relMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},relMSE(),Requires valid_loss
AutoNLinear,sCRPS,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},sCRPS(),Requires valid_loss
AutoPatchTST,Accuracy,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},Accuracy(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,DistributionLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},DistributionLoss(distribution='Normal'),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,GMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},GMM(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,HuberIQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},HuberIQLoss(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,HuberLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},HuberLoss(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,HuberMQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},HuberMQLoss(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,HuberQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},HuberQLoss(q=0.5),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,IQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},IQLoss(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,MAE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},MAE(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,MAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},MAPE(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,MASE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},MASE(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,MQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},MQLoss(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,MSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},MSE(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,NBMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},NBMM(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,PMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},PMM(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,QuantileLayer,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},QuantileLayer(num_output=1),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,QuantileLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},QuantileLoss(q=0.5),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,RMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},RMSE(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,SMAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},SMAPE(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,TukeyLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},TukeyLoss(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,relMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},relMSE(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoPatchTST,sCRPS,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",16,{'valid_loss': 'MAE()'},{'patch_len': 8},sCRPS(),Requires valid_loss; Constraint: h >= patch_len (default 16)
AutoRMoK,Accuracy,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},Accuracy(),Requires n_series (int); Requires valid_loss
AutoRMoK,DistributionLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},DistributionLoss(distribution='Normal'),Requires n_series (int); Requires valid_loss
AutoRMoK,GMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},GMM(),Requires n_series (int); Requires valid_loss
AutoRMoK,HuberIQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},HuberIQLoss(),Requires n_series (int); Requires valid_loss
AutoRMoK,HuberLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},HuberLoss(),Requires n_series (int); Requires valid_loss
AutoRMoK,HuberMQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},HuberMQLoss(),Requires n_series (int); Requires valid_loss
AutoRMoK,HuberQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},HuberQLoss(q=0.5),Requires n_series (int); Requires valid_loss
AutoRMoK,IQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},IQLoss(),Requires n_series (int); Requires valid_loss
AutoRMoK,MAE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},MAE(),Requires n_series (int); Requires valid_loss
AutoRMoK,MAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},MAPE(),Requires n_series (int); Requires valid_loss
AutoRMoK,MASE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},MASE(),Requires n_series (int); Requires valid_loss
AutoRMoK,MQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},MQLoss(),Requires n_series (int); Requires valid_loss
AutoRMoK,MSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},MSE(),Requires n_series (int); Requires valid_loss
AutoRMoK,NBMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},NBMM(),Requires n_series (int); Requires valid_loss
AutoRMoK,PMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},PMM(),Requires n_series (int); Requires valid_loss
AutoRMoK,QuantileLayer,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},QuantileLayer(num_output=1),Requires n_series (int); Requires valid_loss
AutoRMoK,QuantileLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},QuantileLoss(q=0.5),Requires n_series (int); Requires valid_loss
AutoRMoK,RMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},RMSE(),Requires n_series (int); Requires valid_loss
AutoRMoK,SMAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},SMAPE(),Requires n_series (int); Requires valid_loss
AutoRMoK,TukeyLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},TukeyLoss(),Requires n_series (int); Requires valid_loss
AutoRMoK,relMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},relMSE(),Requires n_series (int); Requires valid_loss
AutoRMoK,sCRPS,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},sCRPS(),Requires n_series (int); Requires valid_loss
AutoRNN,Accuracy,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},Accuracy(),Requires valid_loss
AutoRNN,DistributionLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},DistributionLoss(distribution='Normal'),Requires valid_loss
AutoRNN,GMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},GMM(),Requires valid_loss
AutoRNN,HuberIQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberIQLoss(),Requires valid_loss
AutoRNN,HuberLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberLoss(),Requires valid_loss
AutoRNN,HuberMQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberMQLoss(),Requires valid_loss
AutoRNN,HuberQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberQLoss(q=0.5),Requires valid_loss
AutoRNN,IQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},IQLoss(),Requires valid_loss
AutoRNN,MAE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAE(),Requires valid_loss
AutoRNN,MAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAPE(),Requires valid_loss
AutoRNN,MASE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MASE(),Requires valid_loss
AutoRNN,MQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MQLoss(),Requires valid_loss
AutoRNN,MSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MSE(),Requires valid_loss
AutoRNN,NBMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},NBMM(),Requires valid_loss
AutoRNN,PMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},PMM(),Requires valid_loss
AutoRNN,QuantileLayer,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLayer(num_output=1),Requires valid_loss
AutoRNN,QuantileLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLoss(q=0.5),Requires valid_loss
AutoRNN,RMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},RMSE(),Requires valid_loss
AutoRNN,SMAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},SMAPE(),Requires valid_loss
AutoRNN,TukeyLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},TukeyLoss(),Requires valid_loss
AutoRNN,relMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},relMSE(),Requires valid_loss
AutoRNN,sCRPS,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},sCRPS(),Requires valid_loss
AutoSOFTS,Accuracy,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},Accuracy(),Requires n_series (int); Requires valid_loss
AutoSOFTS,DistributionLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},DistributionLoss(distribution='Normal'),Requires n_series (int); Requires valid_loss
AutoSOFTS,GMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},GMM(),Requires n_series (int); Requires valid_loss
