Auto_Model,Base_Model,Category,Argument,Default_Value,Type_Hint,Description
AutoAutoformer,former,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoAutoformer,former,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoAutoformer,former,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoAutoformer,former,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoAutoformer,former,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x000002955613DF10>,inspect._empty,Set in AutoModel(...)
AutoAutoformer,former,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoAutoformer,former,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoAutoformer,former,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoAutoformer,former,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoAutoformer,former,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoAutoformer,former,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoAutoformer,former,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoAutoformer,former,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoAutoformer,Not Found,Error,N/A,N/A,N/A,Base model class not found
AutoBiTCN,BiTCN,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoBiTCN,BiTCN,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoBiTCN,BiTCN,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoBiTCN,BiTCN,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoBiTCN,BiTCN,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x0000029556137810>,inspect._empty,Set in AutoModel(...)
AutoBiTCN,BiTCN,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoBiTCN,BiTCN,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoBiTCN,BiTCN,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoBiTCN,BiTCN,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoBiTCN,BiTCN,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoBiTCN,BiTCN,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoBiTCN,BiTCN,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoBiTCN,BiTCN,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoBiTCN,BiTCN,Model Param (via config),h,REQUIRED,int,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),input_size,REQUIRED,int,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),hidden_size,16,int,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),dropout,0.5,float,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),exclude_insample_y,False,inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),loss,MAE(),inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),valid_loss,None,inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),max_steps,1000,int,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),learning_rate,0.001,float,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),num_lr_decays,-1,int,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),batch_size,32,int,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),windows_batch_size,1024,inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),inference_windows_batch_size,1024,inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),step_size,1,int,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),scaler_type,identity,str,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),random_seed,1,int,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),drop_last_loader,False,bool,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoBiTCN,BiTCN,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoDLinear,DLinear,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoDLinear,DLinear,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoDLinear,DLinear,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoDLinear,DLinear,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x000002955612FB90>,inspect._empty,Set in AutoModel(...)
AutoDLinear,DLinear,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoDLinear,DLinear,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoDLinear,DLinear,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoDLinear,DLinear,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoDLinear,DLinear,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoDLinear,DLinear,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoDLinear,DLinear,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoDLinear,DLinear,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoDLinear,DLinear,Model Param (via config),h,REQUIRED,int,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),input_size,REQUIRED,int,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),exclude_insample_y,False,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),moving_avg_window,25,int,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),loss,MAE(),inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),valid_loss,None,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),max_steps,5000,int,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),learning_rate,0.0001,float,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),num_lr_decays,-1,int,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),batch_size,32,int,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoDLinear,DLinear,Model Param (via config),windows_batch_size,1024,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),inference_windows_batch_size,1024,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),step_size,1,int,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),scaler_type,identity,str,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),random_seed,1,int,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),drop_last_loader,False,bool,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoDLinear,DLinear,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoDLinear,DLinear,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoDeepAR,DeepAR,Control Param (Auto Init),loss,DistributionLoss(),inspect._empty,Set in AutoModel(...)
AutoDeepAR,DeepAR,Control Param (Auto Init),valid_loss,MQLoss(),inspect._empty,Set in AutoModel(...)
AutoDeepAR,DeepAR,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoDeepAR,DeepAR,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x000002955362FF10>,inspect._empty,Set in AutoModel(...)
AutoDeepAR,DeepAR,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoDeepAR,DeepAR,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoDeepAR,DeepAR,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoDeepAR,DeepAR,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoDeepAR,DeepAR,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoDeepAR,DeepAR,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoDeepAR,DeepAR,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoDeepAR,DeepAR,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoDeepAR,DeepAR,Model Param (via config),h,REQUIRED,inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),input_size,-1,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),h_train,1,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),lstm_n_layers,2,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),lstm_hidden_size,128,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),lstm_dropout,0.1,float,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),decoder_hidden_layers,0,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),decoder_hidden_size,0,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),trajectory_samples,100,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),exclude_insample_y,False,inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),loss,DistributionLoss(),inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),valid_loss,MAE(),inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),max_steps,1000,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),learning_rate,0.001,float,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),num_lr_decays,3,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),batch_size,32,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),windows_batch_size,1024,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),inference_windows_batch_size,-1,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),step_size,1,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),scaler_type,identity,str,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),random_seed,1,int,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),drop_last_loader,False,inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoDeepAR,DeepAR,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoDeepNPTS,DeepNPTS,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoDeepNPTS,DeepNPTS,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoDeepNPTS,DeepNPTS,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoDeepNPTS,DeepNPTS,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x0000029556038050>,inspect._empty,Set in AutoModel(...)
AutoDeepNPTS,DeepNPTS,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoDeepNPTS,DeepNPTS,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoDeepNPTS,DeepNPTS,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoDeepNPTS,DeepNPTS,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoDeepNPTS,DeepNPTS,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoDeepNPTS,DeepNPTS,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoDeepNPTS,DeepNPTS,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoDeepNPTS,DeepNPTS,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoDeepNPTS,DeepNPTS,Model Param (via config),h,REQUIRED,inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),input_size,REQUIRED,int,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),hidden_size,32,int,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),batch_norm,True,bool,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),dropout,0.1,float,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),n_layers,2,int,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),exclude_insample_y,False,inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),loss,MAE(),inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),valid_loss,MAE(),inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),max_steps,1000,int,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),learning_rate,0.001,float,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),num_lr_decays,3,int,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),batch_size,32,int,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),windows_batch_size,1024,int,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),inference_windows_batch_size,1024,int,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),step_size,1,int,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),scaler_type,standard,str,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),random_seed,1,int,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),drop_last_loader,False,inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoDeepNPTS,DeepNPTS,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
